Store_dma_id,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,Subtotal_amount_USD,Tip_USD,Store_postal_code,Store_zip4_code,Area_sqmi,Businesses,Avg_income,Store_locale_name
541,8.183,22.217,16.05,Mobile Web,Delivery,23.28,2.74,40508,3089,6.10845,3269,62508.0,City - Large
541,8.35,24.067,17.15,Mobile Web,Delivery,35.54,4.22,40508,3089,6.10845,3269,62508.0,City - Large
541,8.783,30.283,21.717,Desktop Web,Delivery,59.35,13.59,40508,3089,6.10845,3269,62508.0,City - Large
541,0.1,17.233,9.167,Desktop Web,Delivery,17.68,2.54,40508,3089,6.10845,3269,62508.0,City - Large
541,3.717,20.2,12.133,Desktop Web,Delivery,24.27,2.61,40508,3089,6.10845,3269,62508.0,City - Large
541,11.133,32.933,20.867,Desktop Web,Delivery,45.92,7.81,40508,3089,6.10845,3269,62508.0,City - Large
541,3.433,22.017,13.033,Desktop Web,Delivery,32.16,3.84,40508,3089,6.10845,3269,62508.0,City - Large
541,13.6,30.167,22.017,Desktop Web,Delivery,25.77,4.16,40508,3089,6.10845,3269,62508.0,City - Large
541,0.483,23.617,8.117,Desktop Web,Delivery,23.98,2.85,40508,3089,6.10845,3269,62508.0,City - Large
541,5.15,27.567,15.35,Desktop Web,Delivery,50.95,4.78,40508,3089,6.10845,3269,62508.0,City - Large
541,5.733,,13.867,Desktop Web,Delivery,31.24,5.25,40508,3089,6.10845,3269,62508.0,City - Large
541,3.65,25.5,13.133,Desktop Web,Delivery,19.97,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,9.017,37.667,17.833,Traditional,Delivery,19.08,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,6.7,25.6,15.917,iOS,Delivery,31.76,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,9.217,33.85,24.967,iOS,Delivery,24.98,3.0,40508,3089,6.10845,3269,62508.0,City - Large
541,2.317,,15.45,iOS,Delivery,34.17,5.52,40508,3089,6.10845,3269,62508.0,City - Large
541,1.267,16.733,10.833,iOS,Delivery,30.07,6.0,40508,3089,6.10845,3269,62508.0,City - Large
541,4.617,,14.833,iOS,Delivery,37.01,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,13.283,41.75,25.783,iOS,Delivery,39.67,3.0,40508,3089,6.10845,3269,62508.0,City - Large
541,1.85,17.45,9.183,iOS,Delivery,30.67,5.14,40508,3089,6.10845,3269,62508.0,City - Large
541,3.6,27.283,14.633,iOS,Delivery,13.28,1.24,40508,3089,6.10845,3269,62508.0,City - Large
541,1.583,28.467,13.967,iOS,Delivery,23.28,4.57,40508,3089,6.10845,3269,62508.0,City - Large
541,8.6,25.333,17.817,iOS,Delivery,27.57,3.15,40508,3089,6.10845,3269,62508.0,City - Large
541,4.767,,14.75,iOS,Delivery,28.16,4.63,40508,3089,6.10845,3269,62508.0,City - Large
541,6.767,,14.183,iOS,Delivery,27.95,2.0,40508,3089,6.10845,3269,62508.0,City - Large
541,1.85,23.733,12.067,iOS,Delivery,31.37,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,2.933,,11.3,iOS,Delivery,27.97,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,7.9,33.65,19.933,iOS,Delivery,26.07,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,5.683,27.033,16.35,iOS,Delivery,13.98,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,0.383,25.083,14.383,iOS,Delivery,102.63,15.0,40508,3089,6.10845,3269,62508.0,City - Large
541,3.317,28.417,12.867,iOS,Delivery,16.08,2.22,40508,3089,6.10845,3269,62508.0,City - Large
541,2.283,,14.0,Android,Delivery,43.08,7.24,40508,3089,6.10845,3269,62508.0,City - Large
541,5.917,32.717,19.417,Android,Delivery,44.58,7.92,40508,3089,6.10845,3269,62508.0,City - Large
541,7.433,42.6,26.25,Android,Delivery,47.97,3.22,40508,3089,6.10845,3269,62508.0,City - Large
541,23.65,,37.783,Grubhub,Delivery,31.57,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,280.017,,289.9,DoorDash,Delivery,20.84,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,3.367,,13.717,DoorDash,Delivery,14.47,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,40.683,,50.383,DoorDash,Delivery,18.37,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,3.433,,16.45,DoorDash,Delivery,16.27,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,182.75,,192.25,DoorDash,Delivery,18.67,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,27.233,,35.683,DoorDash,Delivery,25.38,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,241.883,,263.917,DoorDash,Delivery,170.9,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,6.183,,15.583,DoorDash,Delivery,17.09,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,26.45,,39.133,DoorDash,Delivery,40.53,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,18.6,,26.017,DoorDash,Delivery,14.93,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,5.867,,15.917,DoorDash,Delivery,17.09,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,28.0,,35.617,DoorDash,Delivery,14.48,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,4.267,,11.117,DoorDash,Delivery,10.29,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,113.7,,121.65,DoorDash,Delivery,20.25,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,57.017,,68.133,DoorDash,Delivery,14.29,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,18.517,,26.283,DoorDash,Delivery,7.79,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,142.467,,151.9,DoorDash,Delivery,17.28,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,1.7,,10.683,PapaCall,Delivery,18.67,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,2.833,18.517,9.667,PapaCall,Delivery,26.07,5.53,40508,3089,6.10845,3269,62508.0,City - Large
541,10.65,31.3,18.717,PapaCall,Delivery,22.08,2.86,40508,3089,6.10845,3269,62508.0,City - Large
541,3.5,,11.333,PapaCall,Delivery,30.45,5.81,40508,3089,6.10845,3269,62508.0,City - Large
541,0.35,18.45,11.183,PapaCall,Delivery,45.27,7.2,40508,3089,6.10845,3269,62508.0,City - Large
541,7.267,24.15,15.8,PapaCall,Delivery,42.37,5.43,40508,3089,6.10845,3269,62508.0,City - Large
541,9.817,,18.717,Uber Eats,Delivery,32.76,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,19.617,,29.633,Uber Eats,Delivery,14.06,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,20.5,,30.833,Uber Eats,Delivery,50.07,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,4.417,18.533,12.183,Mobile Web,Delivery,34.75,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,6.867,32.45,24.35,Mobile Web,Delivery,25.25,4.59,40508,3089,6.10845,3269,62508.0,City - Large
541,1.6,,10.1,Mobile Web,Delivery,47.85,5.57,40508,3089,6.10845,3269,62508.0,City - Large
541,6.367,,14.933,Mobile Web,Delivery,26.97,4.4,40508,3089,6.10845,3269,62508.0,City - Large
541,1.583,22.8,13.633,Mobile Web,Delivery,23.08,2.71,40508,3089,6.10845,3269,62508.0,City - Large
541,0.433,,9.733,Mobile Web,Delivery,40.35,8.84,40508,3089,6.10845,3269,62508.0,City - Large
541,5.217,28.467,12.933,Mobile Web,Delivery,22.88,3.58,40508,3089,6.10845,3269,62508.0,City - Large
541,4.667,26.483,12.35,Mobile Web,Delivery,19.67,3.67,40508,3089,6.10845,3269,62508.0,City - Large
541,0.717,18.05,9.667,Mobile Web,Delivery,27.65,3.4,40508,3089,6.10845,3269,62508.0,City - Large
541,5.333,31.9,13.533,Mobile Web,Delivery,35.34,4.31,40508,3089,6.10845,3269,62508.0,City - Large
541,1.2,24.883,9.283,Mobile Web,Delivery,23.28,0.0,40508,3089,6.10845,3269,62508.0,City - Large
541,2.283,18.133,12.183,Mobile Web,Delivery,23.62,3.92,40508,3089,6.10845,3269,62508.0,City - Large
541,10.65,38.317,26.517,Mobile Web,Delivery,23.07,2.71,40508,3089,6.10845,3269,62508.0,City - Large
541,6.333,29.217,24.333,Mobile Web,Delivery,63.64,8.8,40508,3089,6.10845,3269,62508.0,City - Large
541,27.65,55.1,35.183,Mobile Web,Delivery,24.96,3.0,40508,3089,6.10845,3269,62508.0,City - Large
541,0.917,,8.267,Mobile Web,Delivery,12.98,1.2,40508,3089,6.10845,3269,62508.0,City - Large
541,3.05,,10.617,Mobile Web,Delivery,22.08,1.0,40508,3089,6.10845,3269,62508.0,City - Large
541,1.867,14.567,10.683,Mobile Web,Delivery,24.57,2.65,40508,3089,6.10845,3269,62508.0,City - Large
541,2.55,21.9,14.617,Mobile Web,Delivery,49.12,6.33,40508,3089,6.10845,3269,62508.0,City - Large
