,Store_dma_id,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,Subtotal_amount_USD,Tip_USD
56,541,87.15,,98.017,DoorDash,Delivery,15.67,0.0
57,541,224.167,,232.533,DoorDash,Delivery,14.48,0.0
58,541,20.95,,28.45,DoorDash,Delivery,15.48,0.0
59,541,18.967,,28.133,DoorDash,Delivery,36.66,0.0
60,541,217.8,,224.767,DoorDash,Delivery,15.49,0.0
61,541,173.083,,181.333,DoorDash,Delivery,31.06,0.0
62,541,52.3,,60.967,DoorDash,Delivery,20.89,0.0
63,541,101.633,,109.917,DoorDash,Delivery,3.99,0.0
64,541,265.567,,276.05,DoorDash,Delivery,42.93,0.0
65,541,9.3,,16.35,DoorDash,Delivery,16.68,0.0
66,541,20.533,,27.617,PapaCall,Carryout,14.09,0.0
67,541,3.983,,11.1,PapaCall,Carryout,7.99,0.0
68,541,7.233,,17.817,PapaCall,Carryout,28.18,0.0
69,541,8.333,,16.233,PapaCall,Carryout,18.09,0.0
70,541,0.8,19.417,7.5,PapaCall,Delivery,19.08,3.03
71,541,0.85,17.783,9.633,PapaCall,Delivery,29.97,0.0
72,541,4.683,17.517,13.75,PapaCall,Delivery,27.16,0.0
73,541,12.85,32.85,21.75,PapaCall,Delivery,23.97,0.0
74,541,8.283,20.667,15.567,PapaCall,Delivery,26.24,4.17
75,541,2.65,16.467,9.65,PapaCall,Delivery,91.3,0.0
76,541,3.283,13.65,9.883,PapaCall,Delivery,21.37,6.0
77,541,,,0.033,In Person,Carryout,2.99,0.0
78,541,,,-0.017,In Person,Carryout,5.98,0.0
79,541,,,-0.017,In Person,Carryout,2.99,0.0
80,541,-0.017,,11.233,In Person,Carryout,13.98,0.0
81,541,,,0.0,In Person,Carryout,3.69,0.0
82,541,,,-0.017,In Person,Carryout,2.99,0.0
83,541,,,-0.017,In Person,Carryout,2.99,0.0
84,541,,,0.0,In Person,Carryout,2.99,0.0
85,541,0.0,,6.233,In Person,Carryout,20.49,0.0
86,541,0.0,,6.217,In Person,Carryout,7.99,0.84
87,541,43.067,,50.417,Uber Eats,Delivery,27.76,0.0
88,541,145.033,,156.65,Uber Eats,Delivery,67.72,0.0
89,541,64.633,,74.017,Uber Eats,Delivery,27.98,0.0
90,541,69.7,,77.55,Uber Eats,Delivery,12.98,0.0
91,541,80.733,,93.533,Uber Eats,Delivery,21.49,0.0
92,541,93.867,,104.2,Uber Eats,Delivery,10.29,0.0
93,541,38.183,,46.7,Uber Eats,Delivery,17.09,0.0
94,541,32.783,,42.917,Uber Eats,Delivery,29.16,0.0
95,541,33.75,,42.567,Mobile Web,Carryout,21.76,0.0
96,541,14.633,,22.717,Mobile Web,Carryout,18.68,0.0
97,541,0.65,,9.283,Mobile Web,Carryout,21.58,0.0
98,541,8.083,,17.0,Mobile Web,Carryout,14.09,0.0
99,541,246.8,,258.617,Mobile Web,Carryout,37.66,0.0
100,541,137.75,,146.183,Mobile Web,Carryout,52.47,0.0
101,541,24.733,,32.5,Mobile Web,Carryout,18.29,0.0
102,541,84.483,,95.35,Mobile Web,Carryout,14.09,0.0
103,541,25.8,,34.3,Mobile Web,Carryout,20.39,3.42
104,541,23.333,,34.25,Mobile Web,Carryout,14.09,0.0
105,541,0.283,18.133,8.233,Mobile Web,Delivery,26.36,3.21
106,541,14.7,31.1,24.5,Mobile Web,Delivery,19.08,2.11
107,541,2.767,29.15,14.067,Mobile Web,Delivery,26.77,2.98
108,541,0.367,20.233,11.0,Mobile Web,Delivery,34.51,0.0
109,541,1.417,20.383,10.867,Mobile Web,Delivery,31.37,3.96
